dataset,method,num_samples,dev,test,seed
codex,LESS (KNN-Unif.),5000,0.6702173296362162,0.7738703452050686,1
codex,LESS (KNN-Unif.),5000,0.6477137338370085,0.7511676463323671,2
codex,LESS (KNN-Unif.),10000,0.6763910222798586,0.7666135186681876,0
codex,LESS (KNN-Unif.),10000,0.6828180626034737,0.7760874438728835,1
codex,LESS (KNN-Unif.),10000,0.672249261289835,0.7782935497124452,2
codex,LESS (RR),500,0.6194384898990393,0.7266107528797678,0
codex,LESS (RR),500,0.5708290264010429,0.6777890640738848,1
codex,LESS (RR),500,0.584276283159852,0.7058477326220757,2
codex,LESS (RR),1000,0.6212890464812517,0.7227292737445316,0
codex,LESS (RR),1000,0.6140062343329191,0.7161087992827635,1
codex,LESS (RR),1000,0.6029498409479856,0.7144141137801312,2
codex,LESS (RR),2500,0.655228640884161,0.767759875167866,0
codex,LESS (RR),2500,0.6442582476884127,0.7553361197178429,1
codex,LESS (RR),2500,0.6580273397266865,0.7672805520328315,2
codex,LESS (RR),5000,0.6846643351018429,0.7842754844475437,0
codex,LESS (RR),5000,0.6907322239130735,0.7919404989964253,1
codex,LESS (RR),5000,0.6605063807219267,0.7725116467556438,2
codex,LESS (RR),10000,0.6848507970571518,0.791619127666628,0
codex,LESS (RR),10000,0.6851348280906677,0.800906815037534,1
codex,LESS (RR),10000,0.691671023145318,0.7951790032958662,2
codex,LESS (UOT),500,0.5347888991236687,0.631057687607166,0
codex,LESS (UOT),500,0.5161088034510612,0.6155360623992778,1
codex,LESS (UOT),500,0.5231804233044386,0.6191565935072061,2
codex,LESS (UOT),1000,0.6064674574881792,0.7001403399013184,0
codex,LESS (UOT),1000,0.5936112068593502,0.692955115961062,1
codex,LESS (UOT),1000,0.6047819461673498,0.6966523034749804,2
codex,LESS (UOT),2500,0.6253081858158112,0.7262086050735937,0
codex,LESS (UOT),2500,0.6369807776063681,0.7400800248456968,1
codex,LESS (UOT),2500,0.6220978014171124,0.7227780416205123,2
codex,LESS (UOT),5000,0.6987819857895374,0.794367283884738,0
codex,LESS (UOT),5000,0.6322581581771374,0.7430467272328364,1
codex,LESS (UOT),5000,0.6549459230154753,0.7573808950145502,2
codex,LESS (UOT),10000,0.6701333001255989,0.7645110002643353,0
codex,LESS (UOT),10000,0.6797909215092659,0.7781453806202154,1
codex,LESS (UOT),10000,0.6767733078449965,0.7742019705474377,2
codex,RDS+ (RR),500,0.6377706155180931,0.7633102066009432,0
codex,RDS+ (RR),500,0.6488425582647324,0.7660904660619594,1
codex,RDS+ (RR),500,0.6442267149686813,0.7741040879407445,2
codex,RDS+ (RR),1000,0.7237098682671785,0.8223576830649698,0
codex,RDS+ (RR),1000,0.7205972541123629,0.8176349399460329,1
codex,RDS+ (RR),1000,0.7151437886059284,0.8131558555807616,2
codex,RDS+ (RR),2500,0.8136696070432663,0.9052645084825722,0
codex,RDS+ (RR),2500,0.7959967032074928,0.8817437378739988,1
codex,RDS+ (RR),2500,0.7858126293867826,0.8727062037466345,2
codex,RDS+ (RR),5000,0.8225003015249968,0.8985768285756176,0
codex,RDS+ (RR),5000,0.8157777264714241,0.8908412726344289,1
codex,RDS+ (RR),5000,0.8324903156608343,0.902550113362235,2
codex,RDS+ (RR),10000,0.844361674040556,0.9063124350599341,0
codex,RDS+ (RR),10000,0.848548199981451,0.9110833582644527,1
codex,RDS+ (RR),10000,0.8425025008618832,0.9119541261445832,2
codex,Random,500,0.67136275395751,0.7718210603941131,0
codex,Random,500,0.6382439509034157,0.7460149708833244,1
codex,Random,500,0.6606925074011087,0.769132708878936,2
codex,Random,1000,0.6738576386123896,0.7630449047161115,0
codex,Random,1000,0.6538648195564747,0.748398797636902,1
codex,Random,1000,0.6746987923979759,0.764729086611722,2
codex,Random,2500,0.6936560515314341,0.7835599857609015,0
codex,Random,2500,0.6898144464939833,0.7860673034714686,1
codex,Random,2500,0.7027155999094248,0.7944476600434329,2
codex,Random,5000,0.7272091489285231,0.8198961768601392,0
codex,Random,5000,0.7148560397326946,0.81489419514263,1
codex,Random,5000,0.7325715906918049,0.8273169039874464,2
codex,Random,10000,0.7476792149245739,0.8234042258480111,0
codex,Random,10000,0.7352549266070127,0.8332370703888906,1
codex,Random,10000,0.7452604919672012,0.8352295736203322,2
gsm8k,EMBED (RR),500,0.9143067449331284,8.60397919675814,0
gsm8k,EMBED (RR),500,0.9104428291320801,8.674827949850734,1
gsm8k,EMBED (RR),500,0.908113956451416,8.59557636151086,2
gsm8k,EMBED (RR),1000,0.8990086019039154,8.75589317621111,0
gsm8k,EMBED (RR),1000,0.8957362473011017,8.632801529853248,1
gsm8k,EMBED (RR),1000,0.9052903950214386,8.833349141864907,2
gsm8k,EMBED (RR),2500,0.9473175406455994,8.541439432009682,0
gsm8k,EMBED (RR),2500,0.9500289559364319,8.587468077867117,1
gsm8k,EMBED (RR),2500,0.9435455948114395,8.547228869929107,2
gsm8k,EMBED (RR),5000,0.9432037770748138,9.012902603265099,0
gsm8k,EMBED (RR),5000,0.9563691541552544,8.866929141023649,1
gsm8k,EMBED (RR),5000,0.933674767613411,9.07360279316067,2
gsm8k,EMBED (RR),10000,0.9441317617893219,9.080815719780912,0
gsm8k,EMBED (RR),10000,0.9625825360417366,9.097751443181822,1
gsm8k,EMBED (RR),10000,0.961933359503746,9.101786459097815,2
gsm8k,LESS (DG),500,0.8011499047279358,9.49100776438102,0
gsm8k,LESS (DG),500,0.7964620888233185,9.474813353572495,1
gsm8k,LESS (DG),500,0.7925423011183739,9.462291128261239,2
gsm8k,LESS (DG),1000,0.7646495997905731,9.672573001028644,0
gsm8k,LESS (DG),1000,0.7543062642216682,9.595296654039663,1
gsm8k,LESS (DG),1000,0.7599156051874161,9.688427172798926,2
gsm8k,LESS (DG),2500,0.7716801837086678,9.635265570142398,0
